가게명,주메뉴,동,상세주소,평점,메뉴목록
죠우,"초밥,롤",구의동,서울 광진구 아차산로62길 3,0.0,"차돌숙주볶음(16,000원), 해물야끼우동(16,000원), 전복버터야끼(20,000원), 돼지고기생강볶음(15,000원), 돈가스나베(15,000원), 나가사끼짬뽕(16,000원), 스지 오뎅탕(16,000원), 매운해물 짬뽕(17,000원), 새우깡(7,000원), 고로케(10,000원), 왕새우튀김 (2PC)(8,000원), 새우야채튀김 (10PC)(14,000원), 오징어 다리 튀김(10,000원), 닭고기 가라아게(14,000원), 돈까스(12,000원), 카레니꾸가라아게(15,000원), 치즈제육볶이(7,000원), 회덮밥(9,000원), 낫또회덮밥(10,000원), 연어덮밥(9,000원)"
스시호야,"초밥,롤",구의동,서울 광진구 자양로 278,5.0,
멘지 아차산역점,일본식라면,구의동,서울 광진구 자양로43길 42 1층,3.8,
마마돈까스,"돈까스,우동",구의동,서울 광진구 광나루로56길 85 테크노마트 지하1층 A006호,4.7,"김치 볶음밥(5,000원), 해물새우 볶음밥(6,000원), 닭갈비 볶음밥(6,000원), 낙지불고기 볶음밥(6,000원), 케이준치킨 볶음밥(6,000원), 햄버거김치 볶음밥(6,500원), 베이컨모듬(6,500원), 피자치즈(6,500원), 치즈닭갈비(7,000원)"
미쁨,"돈까스,우동",구의동,서울 광진구 자양로28길 11 1층,0.0,"등심돈까스(9,000원), 매운등심돈까스(9,500원), 안심돈까스(9,900원), 통치즈돈까스(10,500원), 두부돈까스(10,000원)"
도락,일식,구의동,서울 광진구 광나루로56길 85 9층,3.1,"가께우동(6,000원), 튀김우동(7,500원), 새우덮밥(8,000원), 냉모밀(7,000원), 가쯔돈부리(7,000원)"
네코소바 광진점,일식,구의동,서울 광진구 자양로22길 33,0.0,
오엔본가돈까스 구의본점,"돈까스,우동",구의동,서울 광진구 아차산로65길 11,0.0,"[] 주문폭주 [] 옛날돈까스(등심)도시락(11,000원), 히레까스(안심)도시락(13,000원), 본가돈까스(13,500원), 특돈까스(등심)(15,000원), 생선까스(동태포)(11,000원), [] 인기1위 [] 함박스테이크(15,000원), 본가정식 A(18,000원), [] 남녀노소1위 [] 오므라이스도시락(10,000원), 오므라이스&돈까스(2ps) 셋트(18,000원), [] 사이드 1위 [] 판모밀(9,500원), ON돈까스(등심)(11,000원), 이탈리안치즈돈까스(등심)(14,000원), 모밀 & 돈까스(2ps)셋트(17,500원), 모밀 & 수제튀김새우셋트(19,500원), 본가우동(7,500원), 유부우동(8,500원), 어묵우동(9,500원), 크림치즈볼10ps(9,500원), 치킨가라아게200g(6,000원), 맛감자(5,000원), 돈까스소스(일본식)(800원), 타르타르소스(800원), 데미그라스소스(1,000원), 코카콜라 355mL(캔)(2,000원), 스프라이트 355mL(캔)(2,000원)"
모모카,"돈까스,우동",구의동,서울 광진구 광나루로56길 85 테크노마트 지하1층 A037호,0.0,"로스까스(7,000원), 생선까스(7,000원), 치즈까스(7,500원), 새우튀김우동(6,000원), 판모밀(6,000원)"
달빛텐푸라,일식,구의동,서울 광진구 아차산로 444,0.0,
포크커틀렛,"돈까스,우동",구의동,서울 광진구 자양로50길 22,0.0,
키히키히,일식,구의동,서울 광진구 아차산로53길 10,5.0,
스시장,"초밥,롤",구의동,서울 광진구 광나루로56길 85 테크노마트21 9층 037호,2.0,
경식이네알쌈쭈꾸미,일식,구의동,서울 광진구 강변역로4길 56,0.0,
상상돈가츠&냉모밀 2호점,"돈까스,우동",구의동,서울 광진구 광나루로56길 85 테크노마트 9층 17호,2.0,
금수사,일식,구의동,서울 광진구 광나루로56길 85,0.0,
히다마리,일식,구의동,서울 광진구 아차산로61길 23-9,0.0,
기회,일식,구의동,서울 광진구 광나루로52길 114 1층,0.0,
막돼먹은돈까스 구의점,일식,구의동,서울 광진구 구의로 50,0.0,"막돼먹은 정식＋미니냉면(26,000원), 시그니처 매콤왕돈(14,000원), 왕돈까스(13,000원), 치즈돈까스(15,000원), 생선까스(13,500원), 매콤한 직화제육볶음＋청국장(30,000원), 꼬막비빔밥＋묵사발(12,900원), 미니 물냉(8,000원), 미니 비빔냉면(8,000원), 양푼이비빔장＋청국장(12,000원), 물냉면(11,900원), 비빔냉면(11,900원), 청국장(9,500원), 시원한 묵사발（大）(9,000원), 고기만두(5,500원), 꼬막무침（大）＋ 묵사발,청국장(39,000원), 낙지볶음＋청국장(30,000원), 쭈꾸미볶음＋청국장(30,000원), [매콤] 제육폭탄덮밥＋청국장(14,000원), 해장얼큰냉면(12,900원), 낙지덮밥＋청국장(14,000원), 쭈꾸미덮밥＋청국장(14,000원), 계란후라이 1개(1,000원), 돈까스 소스 추가(1,000원), 매콤 돈까스 소스 추가(1,000원), 타르타르 소스 추가(1,000원), 공기밥(1,000원), 식초(200원), 겨자(200원), 콜라(2,000원)"
스시잇쵸메,"초밥,롤",구의동,서울 광진구 광나루로56길 85 지하1층 A28호,0.0,
우주야식,일식,구의동,서울 광진구 구의로 32-1,0.0,"생연어회（노르웨이산）(38,000원), 생연어샐러드(18,000원), 직화무뼈닭발(13,000원), 골뱅이무침(18,000원), 닭똥집 볶음(13,000원), 김치전（10ps）(12,000원), 부추전（10ps）(12,000원), 김치＋부추전(13,000원), 치킨가라아게（닭다리살）(13,000원), 똥집튀김(13,000원), 감자고로케（6ps）(10,000원), 감자고로케（2ps）(4,000원), 팝콘만두튀김(5,000원), 새우튀김（2ps）(4,500원), 치즈스틱（3ps）(4,500원), 김말이 튀김（5ps）(4,000원), 감자튀김(4,000원), 치즈볼（3ps）(3,500원), 그린샐러드(9,000원), 계란말이(8,000원), 생연어회덮밥(15,000원), 메밀우동(9,000원), 막국수(9,000원)"
초밥선생,"초밥,롤",구의동,서울 광진구 광나루로56길 85 테크노마트21 지하1층 A29호,0.0,
스시야호,"초밥,롤",구의동,서울 광진구 자양로 278 대운빌딩 1층,0.0,"커플초밥(40,000원)"
스위트앤카츠 화양직영점,"돈까스,우동",군자동,서울 광진구 광나루로17길 14 1층,3.6,"무한리필(평일점심)(12,900원), 무한리필(평일저녁)(13,900원), 무한리필(주말,공휴일)(14,500원), 무한리필 초등학생(평일점심)(9,900원), 무한리필 초등학생(주말,공휴일)(10,500원), 미취학(24개월~)(5,900원)"
요마시,"돈까스,우동",군자동,서울 광진구 천호대로102길 7 1층,4.5,"함박카츠(11,000원), 치즈돈카츠(9,000원), 등심돈카츠(8,000원), 텐동(10,000원), 안심돈카츠(10,000원), 등심카레카츠(8,500원), 치즈카레카츠(9,500원), 치킨카레카츠(8,500원), 차슈동(8,000원), 라멘(8,000원), 매운라멘(8,500원)"
마리모,"돈까스,우동",군자동,서울 광진구 면목로 22-1 1층,4.1,"스프라이트 500ml(1,800원)"
만게츠,일식,군자동,서울 광진구 능동로31길 14 1층,4.3,"호르몬동(9,900원)"
하나참치 군자,참치회,군자동,서울 광진구 능동로35길 28,4.1,"벚꽃(33,000원), 매화(45,000원), 하나스페샬(55,000원), 예약스페샬(85,000원), 특선초밥(15,000원)"
스시붐,"초밥,롤",군자동,서울 광진구 광나루로17길 14-5 1층,3.7,
무한정수제돈까스 군자점,"돈까스,우동",군자동,서울 광진구 군자로 102 1층,4.4,"생등심 수제 돈까스 정식(8,000원), 수제 떡갈비 정식(8,000원), 한우 사골 떡국 정식(8,000원), 한우 사골 떡만두국 정식(8,000원), 매콤달콤 즉석떡볶이 정식(8,000원)"
스시교센,"초밥,롤",군자동,서울 광진구 능동로35길 9 2층,4.7,"모듬초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(16,500원), 오늘의 초밥11p＋서비스2p＋모찌리도후샐러드＋고로케(18,500원), 특모듬 초밥12p＋서비스2p＋모찌리도후샐러드＋고로케(21,500원), 교센 초밥13p＋서비스2p＋모찌리도후샐러드＋고로케(26,500원), 와규 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(24,000원), 찐새우 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(24,000원), 연어 초밥＋서비스2p＋모찌리도후샐러드＋고로케(26,000원), 성게알 김누짐주의 2ps(8,000원), 회덮밥（회양많음 배부름주의）(14,500원), 특 회덮밥（일반회덮밥보다 더 양 많음 허리띠푸시길）1人(16,000원), 참치뱃살 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(39,000원), 참치 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(23,000원), 찐전복 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(25,000원), 광어 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(25,000원), 묵은지광어 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(26,000원), 간장새우 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(24,000원), 민물장어 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(28,000원), 생새우갈릭 초밥10p＋서비스2p＋모찌리도후샐러드＋고로케(20,500원), 가리비갈릭초밥+서비스2ps+모찌리도후샐러드+고로케(20,500원), 광어（대광어）쫄깃쫄깃주의 21p(38,000원), 연어（프리미엄등급7키로이상）입에서녹음 21p(38,000원), 광어＋연어（진짜 잘드시는거임）21p(38,000원), 1人대광어사시미 15p（쫠깃해서 스트레스최고）(27,000원), 참이슬 후레쉬(5,000원), 처음처럼(5,000원), 청하(6,000원), 카스(5,000원), 백세주(7,000원), 일품진로(24,000원), 테라(5,000원)"
e참치세상 군자점,참치회,군자동,서울 광진구 군자로17길 42 1층,4.6,"참치회(1인분)(19,000원), 스페셜(1인분)(29,000원)"
세종라멘,일본식라면,군자동,서울 광진구 군자로 146 동진빌딩 1층,4.2,"A세트(5,700원), B세트(6,200원), C세트(6,900원), 데스요라멘(4,400원), 치즈라멘(4,800원), 떡만두라멘(4,500원), 챠슈라멘(6,000원), 새우라멘(6,000원), 돈까스라멘(6,000원), 해물라멘(6,000원), 불고기덮밥(5,900원), 새우덮밥(5,900원), 돈까스덮밥(5,900원), 제육덮밥(6,500원)"
호담,일식집,군자동,서울 광진구 동일로60길 47 1층,4.7,"연어후토마키(25,000원), 연어초밥(21,000원), 카츠롤(12,000원), 연어아보치즈롤(16,000원), 그릴치즈새우롤(14,000원), 초새우치즈초밥(15,000원), 반줄 연어초밥(23,500원), 반줄 그릴연어초밥(24,000원), 연어아보롤(15,500원), 반반연어초밥(21,500원), 미니우동(4,500원)"
숙성회136,일식,군자동,서울 광진구 군자로 179-2 1층 103호,,"숙성회 모듬 6종(28,500원), 사케동(14,500원), 카이센동(18,500원), 숙성회 모듬 9종(34,500원), 참돔 광어 사시미(44,000원), 숙성 연어 사시미(27,500원), 시메사바(23,000원), 살 찐 고등어 봉 초밥(8pcs)(25,000원), 모츠나베(23,000원), 간사이 오뎅 나베(20,000원), 가이센 나베(19,000원), 마구로동(14,500원), 반반동(14,500원), 후토마끼(4pcs)(11,000원), 타코와사비(8,000원), 안키모(11,000원), 136튀김(13,000원), 고로케(3pcs)(5,000원), 찐전복 추가(4,500원), 단새우 추가(3pcs)(3,800원)"
혼다라멘 어린이대공원점,일본식라면,군자동,서울 광진구 광나루로 385 1층 1호,,"혼다라멘세트 （돈코츠＋사골육수）(9,900원), 매운혼다라멘세트 （매운돈코츠＋사골육수）(10,500원), 불고기돈부리세트(10,500원), 혼다가츠동 세트(11,000원), 혼다1인황제세트(18,900원), 바질라멘세트(12,000원), 돈가츠 커리 덮밥세트(11,500원), 매운혼다1인황제세트(19,900원), 새우감자고로케 （2p）(3,500원), 치즈돈가츠 （120g 1장）(7,000원), 등심돈가츠（100g 1장）(5,500원), 치킨가라아게（3p）(4,500원), 교자（4p）(3,500원), 간장계란밥(4,500원), 새우튀김（3p）(4,000원), 타코아끼（4p）(3,500원), 콜라(2,000원), 사이다(2,000원)"
스시노칸도 어린이대공원역점,"초밥,롤",군자동,서울 광진구 광나루로 369 광진두산위브파크 2층 201호,,"초밥한접시(2,200원), 광어회 (20pcs)(22,000원), 연어회 (20pcs)(22,000원), 참치회 (20pcs)(40,000원), 모듬회 (20pcs)(36,000원)"
행복한그릇,일식,군자동,서울 광진구 광나루로17길 24-8 1층,3.6,"가츠동(8,000원), 네기가츠동(8,500원), 에비동(8,500원), 믹스동(9,000원), 김치가츠동(9,500원), 김치에비동(10,500원), 김치믹스동(10,500원), 낫토동(7,500원), 규동(9,000원), 사케동(13,000원), 새우튀김우동(7,500원), 김치우동(7,500원), 가라아게동(9,000원)"
동경규동 세종대점,일식,군자동,서울 광진구 광나루로 373 1층 103호,,"매운야끼규동(10,000원), 불판김치규동(10,400원), 치즈김치규동(10,100원), 규동(8,400원), 치즈규동(9,600원), [만족도1위] 김치가츠나베정식(13,500원), 야끼규동(9,400원), 명란마요야끼규동(10,400원), 가츠동(10,000원), 김치가츠동(10,400원), [양이 많아요] 김치치즈가츠동(11,500원), 동경우동(6,500원), 오코노미규타마동(10,400원), 치즈매운야끼규동(10,400원), 치즈가츠동(10,400원), 얼큰니꾸우동(10,100원), 치킨가라아게동(10,000원), 니꾸우동(10,000원), 규동（소）(7,200원), 사각꼬치어묵우동(8,000원), 고로케 3pcs(4,200원), 치킨가라아게 5pcs(4,200원), 후리가케 공기밥(1,500원), 온센타마고（반숙란）(1,200원), 볶음김치(600원), 콜라(2,000원), 사이다(2,000원)"
정통숯불꼬치구이구르메 군자점,일식,군자동,서울 광진구 능동로35길 35 1층,3.9,"간사이오뎅탕(19,000원), 모찌리도후(한정)(9,000원), 명란구이(10,000원), 차돌숙주볶음(22,000원)"
부엉이돈가스 군자역점,"돈까스,우동",군자동,서울 광진구 천호대로 530 1층,5.0,"부엉이돈가스(10,500원), 샐러드 돈가스(12,500원), 눈꽃치즈 돈가스(14,500원), 통모짜치즈카츠(15,500원), 체다퐁듀카츠(14,500원), 김치카츠나베(15,500원), 명란크림우동(12,000원), 부엉이 돈가스 정식(12,500원), 샐러드 돈가스 정식(14,000원), 체다퐁듀카츠 정식(16,500원), 김치 돈가스(12,000원), 콤보 돈가스(15,500원), 고베주머니우동(8,000원), 꼬치우동나베(11,000원), 김치우동(9,500원), 숯불우삼겹우동(11,000원), 카레우동(12,000원), 유자냉소바(10,000원), 눈꽃치즈떡볶이(10,500원), 김치 돈가스 정식(14,000원), 눈꽃치즈 돈가스 정식(16,000원), 콤보 돈가스 정식(17,000원), 통모짜치즈카츠 정식(17,000원), 고베주머니우동 정식(11,000원), 꼬치우동나베 정식(12,500원), 김치우동 정식(12,500원), 숯불우삼겹우동 정식(14,000원), 명란크림우동 정식(14,500원), 카레우동 정식(16,000원), 유자냉소바 정식(13,000원)"
카츠모,"돈까스,우동",군자동,서울 광진구 군자로 132 1층 102호,,"로스카츠(11,900원), 로스카츠 (평일런치)(10,900원), 특로스카츠(14,900원), 히레카츠(12,900원), 모듬카츠 (로스+안심)(13,900원), 치즈카츠(11,900원)"
츠쿠요미 군자점,일식,군자동,서울 광진구 군자로 156 1층,4.3,"야끼니꾸 2인셋트(59,900원), 야끼토리 7종셋트(22,900원), 한우 모츠나베(25,500원), 통레몬 하이볼(8,000원)"
물고기,일식,군자동,서울 광진구 면목로 1 1층,3.9,"사시미정식(28,000원), 특선초밥 (12PCS)(15,000원), 회덮밥(10,000원), 전복버터구이(40,000원), 오마카세(초밥)(45,000원)"
라멘이자카야쿠잔,일본식라면,군자동,서울 광진구 면목로 22 1층,3.7,"새우크림치즈고로케(2p)(4,500원), 바삭오징어한입후라이(8,800원), 수제양고기교자(3p)(4,500원), 고기왕교자(3p)(3,500원)"
역전우동0410 군자세종점,"돈까스,우동",군자동,서울 광진구 군자로 76 1층 5호,5.0,"1인 돈까스세트(14,300원), 1인 덮밥세트(12,900원), 1인 우동세트(11,700원), 2인 돈까스+덮밥세트(22,200원), 2인 돈까스+우동세트(19,700원), 2인 덮밥+우동세트(18,300원), 매콤제육덮밥 우동세트(10,400원), 돈까스덮밥(7,900원), 매콤제육덮밥(7,900원), 카레덮밥(7,900원), 소불고기김치덮밥(7,900원), 옛날우동(5,400원), 새우튀김우동(7,900원), 냉모밀(7,400원), 구운파닭국수(7,400원), 역전돈까스 우동세트(11,800원), 역전돈까스 모밀세트(11,800원), 더블치즈돈까스 우동세트(12,400원), 더블치즈돈까스 모밀세트(12,400원), 유린기돈까스 우동세트(12,400원), 유린기돈까스 모밀세트(12,400원), 모둠까스 우동세트(12,800원), 모둠까스 모밀세트(12,800원), 역전돈까스(9,300원), 더블치즈돈까스(9,900원), 유린기돈까스(9,900원), 모둠까스(10,300원), 매콤치킨마요덮밥 우동세트(10,400원), 매콤치킨마요덮밥 모밀세트(10,400원), 돈까스덮밥 우동세트(10,400원)"
90카츠 건대점,일식,군자동,서울 광진구 광나루로 369,3.5,"[특선부위] 프리미엄 로스카츠(15,500원), (특선) 모듬 돈카츠(16,900원), 고객만족 1위 (특)히레카츠(180g)(14,000원), [부드럽고 고소한]로스카츠(180g)(13,500원), 모짜렐라치즈카츠(13,900원), 히야시냉소바 정식 (냉모밀)(14,500원), 핫세트(15,500원), 씨푸드카츠(15,900원), 경양식돈까스(14,500원), 어묵우동 정식(16,000원), 김치카츠나베 정식(15,000원), 네기카츠(15,500원), 고구마치즈카츠(14,500원), 모짜체다치즈카츠[한정판매](14,500원), 생선카츠(생선까스)(14,500원), [new[크림카레우동](12,900원), 히야시냉우동 정식(14,500원), 김치우동 정식(13,500원), (단품)새우튀김우동(13,000원), (단품)어묵우동(12,500원), (단품)김치우동(10,000원), (단품)니꾸우동(12,000원), (단품)꼬치어묵우동(12,000원), 카레라이스(하프로스)(14,000원), 카레라이스(가라아게)(14,000원), 카츠나베 정식(14,500원), 김치카츠동 정식(15,000원), 카츠동 정식(14,500원), 카츠샌드(10,900원), 하프로스카츠(소스O)(6,500원)"
